Agency,State,Population,Violent Crime rate,Murder,Rape,Robbery,Assault,Property,Burglary,Larceny,Vehicular,Year
Elizabeth Police Dept,NJ,123970.0,608.2,11.3,11.3,423.5,162.1,4620.5,900.2,2384.4,1335.8,2003
Erie Police Dept,PA,102373.0,436.6,2.9,68.4,186.6,178.8,3061.4,708.2,2231.1,122.1,2003
Escondido Police Dept,CA,137334.0,430.3,3.6,33.5,117.2,276.0,3680.1,701.2,2252.9,726.0,2003
Eugene Police Dept,OR,141913.0,336.8,1.4,37.3,124.0,174.1,6274.3,1003.4,4644.4,626.4,2003
Evansville Police Dept,IN,119788.0,1162.9,10.0,33.4,121.0,998.4,4365.2,889.1,3235.7,240.4,2003
Fairfield Police Dept,CA,103004.0,602.9,11.7,35.0,171.8,384.5,4613.4,640.8,3295.0,677.6,2003
Fayetteville Police Dept,NC,125587.0,979.4,10.4,26.3,391.8,551.0,7685.5,1620.4,5525.3,539.9,2003
Flint City Police Dept,MI,122121.0,1215.2,22.9,101.5,276.8,813.9,5497.8,1689.3,2745.6,1062.9,2003
Fontana Police Dept,CA,145114.0,618.1,12.4,35.1,181.2,389.3,2444.3,513.4,968.2,962.7,2003
Fort Collins Police Dept,CO,125886.0,328.1,1.6,83.4,23.8,219.2,4384.9,675.2,3469.8,239.9,2003
Fort Lauderdale Police Dept,FL,161090.0,839.3,11.2,30.4,397.3,400.4,6043.8,1440.2,3899.1,704.6,2003
Fort Wayne Police Dept,IN,211317.0,365.3,9.0,55.8,167.5,133.0,5258.9,1035.4,3854.4,369.1,2003
City Of Fort Worth Police Dept,TX,576339.0,650.8,9.9,42.2,253.7,345.1,6511.6,1524.8,4353.7,633.1,2003
Fremont Police Dept,CA,209026.0,207.2,1.0,16.3,67.0,123.0,2723.6,506.6,1854.3,362.6,2003
Fresno Police Dept,CA,449898.0,779.1,8.2,36.5,270.1,464.3,6044.9,872.9,3913.8,1258.3,2003
Fullerton Police Dept,CA,130194.0,278.8,3.8,28.4,92.2,154.4,3532.4,602.2,2474.8,455.5,2003
Garden Grove Police Dept,CA,169186.0,432.7,3.5,16.0,124.7,288.4,2720.1,445.7,1663.3,611.2,2003
Garland Police Dept,TX,223061.0,329.5,3.1,19.7,162.3,144.4,4528.8,984.9,3070.0,473.9,2003
Gilbert Police Dept,AZ,138082.0,124.6,0.7,15.2,29.0,79.7,3880.3,1165.2,2295.0,420.0,2003
Glendale Police Dept,AZ,235819.0,538.5,5.9,40.7,196.3,295.6,5784.9,1099.6,3163.0,1522.4,2003
Glendale Police Dept,CA,201522.0,180.1,3.0,8.9,72.4,95.8,1923.4,397.0,1132.9,393.5,2003
Grand Prairie Police Dept,TX,137407.0,360.2,2.9,35.7,111.3,210.3,4922.6,995.6,3087.2,839.8,2003
Grand Rapids Police Dept,MI,197173.0,1049.8,5.6,34.5,270.3,739.5,4729.9,1038.7,3331.6,359.6,2003
Green Bay Police Dept,WI,102095.0,448.6,2.9,50.9,57.8,336.9,3218.6,553.4,2430.1,235.1,2003
Greensboro Police Dept,NC,230606.0,670.8,15.6,42.1,302.2,310.9,5966.0,1411.5,4100.1,454.5,2003
Hampton Police Dept,VA,147777.0,406.7,6.8,39.2,166.5,194.2,3468.1,607.0,2482.1,378.9,2003
Hartford Police Dept,CT,125381.0,1444.4,35.1,51.0,816.7,541.5,7781.9,1057.6,4819.7,1904.6,2003
Hayward Police Dept,CA,144215.0,416.0,5.5,28.4,178.2,203.9,3553.7,587.3,1835.5,1131.0,2003
Henderson Police Dept,NV,212571.0,230.0,4.7,47.5,77.6,100.2,2677.7,675.1,1357.7,645.0,2003
Hialeah Police Dept,FL,232325.0,615.1,5.6,13.3,183.8,412.4,4651.2,776.5,3073.7,801.0,2003
Hollywood Police Dept,FL,145834.0,647.3,2.7,31.5,282.5,330.5,5469.2,883.9,3888.0,697.4,2003
Honolulu Police Dept,HI,905301.0,287.9,1.7,29.4,109.2,147.6,5335.9,880.0,3544.2,911.6,2003
Houston Police Dept,TX,2041081.0,1175.3,13.6,37.6,538.2,585.8,5879.5,1299.4,3529.1,1051.0,2003
Huntington Beach Police Dept,CA,195832.0,209.9,1.5,22.5,51.6,134.3,2102.8,490.7,1386.9,225.2,2003
Huntsville Police Dept,AL,163052.0,605.9,11.7,51.5,193.8,349.0,5757.7,1067.1,4154.5,536.0,2003
Independence Police Dept,MO,113663.0,666.0,1.8,37.8,94.1,532.3,7358.6,1168.4,5349.1,841.1,2003
Indianapolis Police Dept,IN,800167.0,883.2,13.1,52.5,353.4,464.2,5672.1,1257.5,3485.6,928.9,2003
Inglewood Police Dept,CA,116165.0,939.2,27.5,48.2,500.2,363.3,2817.5,689.5,1069.2,1058.8,2003
Irvine Police Department,CA,163823.0,87.9,1.2,11.0,31.1,44.6,2020.5,498.1,1366.1,156.3,2003
Irving Police Dept,TX,199168.0,438.3,3.5,37.7,129.5,267.6,5024.4,760.7,3642.2,621.6,2003
Jackson Police Dept,MS,181479.0,908.1,24.8,98.6,530.1,254.6,8538.7,2407.4,4586.2,1545.1,2003
Jacksonville,FL,776417.0,866.7,11.8,27.4,301.9,525.5,5640.1,1147.6,3869.4,623.1,2003
Jersey City Police Dept,NJ,241443.0,1196.1,9.9,24.4,586.5,575.3,3650.6,907.5,1890.3,852.8,2003
Joliet,IL,118920.0,,9.2,,137.9,322.1,3385.5,742.5,2399.1,243.9,2003
Kansas City Police Dept,MO,445965.0,1379.3,18.4,69.1,423.8,868.0,7953.3,1546.3,5151.3,1255.7,2003
Knoxville Police Dept,TN,174993.0,972.6,10.3,46.9,254.9,660.6,6283.7,1337.2,4141.3,805.2,2003
Lafayette Police Dept,LA,111612.0,952.4,6.3,86.0,162.2,698.0,6178.5,1167.4,4569.4,441.7,2003
Lakewood,CO,145162.0,347.9,4.1,52.4,117.1,174.3,5704.0,915.5,3890.8,897.6,2003
Lancaster,CA,125899.0,1008.7,14.3,54.0,255.8,684.7,3204.9,853.9,1609.2,741.9,2003
Lansing City Police Dept,MI,118937.0,1025.8,6.7,137.9,174.9,706.3,4329.2,854.2,3091.6,383.4,2003
Laredo,TX,194516.0,677.1,14.9,28.3,132.1,501.8,6977.8,1015.3,5459.2,503.3,2003
Las Vegas Metropolitan Police Department,NV,1189388.0,770.0,11.9,43.0,332.5,382.6,4838.8,1074.7,2526.7,1237.4,2003
Lexington-Fayette County Police Department,KY,265224.0,468.3,6.8,46.0,195.3,220.2,4360.5,1015.7,3065.0,279.8,2003
Lincoln Police Dept,NE,233721.0,476.6,2.1,40.2,65.5,368.8,5770.6,838.2,4727.4,204.9,2003
Little Rock Police Dept,AR,185117.0,1543.9,23.8,69.7,484.0,966.4,10047.7,2399.6,6883.8,764.4,2003
Long Beach Police Dept,CA,477368.0,749.7,10.3,28.5,295.6,415.4,3105.2,629.1,1690.9,785.1,2003
Los Angeles Police Dept,CA,3838838.0,1271.8,13.4,31.9,431.8,794.7,3537.0,654.2,2008.7,874.1,2003
Louisville Metro,KY,623771.0,,,,,,,,,,2003
Lowell Police Dept,MA,104995.0,824.8,1.9,42.9,139.1,641.0,2932.5,596.2,1654.4,681.9,2003
Lubbock Police Dept,TX,206882.0,1157.7,6.8,48.8,150.3,951.8,6402.7,1367.4,4701.2,334.0,2003
Madison City Police Dept,WI,216441.0,357.6,3.7,29.1,128.4,196.4,3652.3,741.5,2620.1,290.6,2003
Manchester Police Dept,NH,109472.0,275.0,3.7,55.7,144.3,71.3,3118.6,602.0,2220.7,296.0,2003
Mcallen Police Dept,TX,115647.0,442.7,5.2,25.1,125.4,287.1,7386.3,780.0,6039.9,566.4,2003
Memphis Police Dept,TN,653858.0,1577.1,19.3,68.7,657.5,831.7,8494.4,2585.9,4603.3,1305.2,2003
Mesa Police Dept,AZ,436569.0,537.4,3.2,26.6,98.7,408.9,5984.6,941.9,3997.5,1045.2,2003
Mesquite Police Dept,TX,130778.0,354.0,0.8,6.1,113.2,234.0,4886.9,653.8,3650.5,582.7,2003
Miami Police Dept,FL,381651.0,1875.3,19.4,28.0,767.2,1060.7,6909.5,1540.2,4036.1,1333.2,2003
Milwaukee Police Dept,WI,594269.0,890.2,18.5,41.4,482.6,347.7,6360.4,1016.5,4295.4,1048.5,2003
Minneapolis Police Dept,MN,378602.0,1193.1,12.1,101.4,579.0,500.5,5389.6,1183.8,3276.3,929.5,2003
Mobile Police Dept,AL,251345.0,517.2,9.5,45.0,294.0,168.7,6425.8,1581.9,4318.8,525.2,2003
Modesto Police Dept,CA,205691.0,685.0,8.3,35.5,184.7,456.5,6125.7,847.4,4114.4,1163.9,2003
Montgomery Police Dept,AL,202064.0,646.8,8.9,56.9,325.6,255.4,7980.1,2025.1,5081.6,873.5,2003
Moreno Valley,CA,152355.0,531.7,2.6,44.0,177.9,307.2,3724.2,972.1,2109.5,642.6,2003
Naperville Police Dept,IL,135958.0,,0.0,,16.9,44.9,1817.5,214.0,1541.7,61.8,2003
Nashville-Davidson Metro Police Dept,TN,554888.0,1501.6,13.0,60.4,395.9,1032.3,6965.4,1328.0,4799.5,837.8,2003
New Haven Police Dept,CT,124997.0,,,,,,,,,,2003
New Orleans Police Dept,LA,475128.0,967.3,57.7,44.8,435.9,428.9,5151.7,1026.9,2678.4,1446.3,2003
New York City Police Dept,NY,8098066.0,734.1,7.4,19.9,320.9,385.9,2182.8,349.4,1541.7,291.8,2003
Newark Police Dept,NJ,278551.0,980.4,29.1,30.5,468.1,452.7,4976.1,818.9,1996.8,2160.5,2003
Newport News Police Dept,VA,182565.0,688.0,14.8,53.1,213.1,407.0,4013.9,460.7,3015.4,537.9,2003
Norfolk Police Dept,VA,242077.0,569.7,16.5,35.1,295.8,222.2,5732.9,737.4,4401.1,594.4,2003
North Las Vegas Police Dept,NV,140133.0,829.9,12.8,34.3,236.9,545.9,4358.7,1171.0,1917.5,1270.2,2003
Norwalk,CA,107197.0,643.7,8.4,21.5,187.5,426.3,2637.2,586.8,1309.7,740.7,2003
Oakland Police Dept,CA,407003.0,1379.1,26.8,65.8,607.9,678.6,5560.2,1122.4,3083.8,1354.0,2003
Oceanside,CA,167620.0,650.3,4.8,37.6,198.1,409.9,3275.3,664.6,2169.8,440.9,2003
Oklahoma City Police Dept,OK,521681.0,889.8,9.4,70.0,264.7,545.7,9123.4,1591.0,6779.4,753.0,2003
Olathe Police Dept,KS,101698.0,,,,,,,,,,2003
Omaha Police Dept,NE,401692.0,654.0,8.7,44.6,223.1,377.7,6102.2,858.6,4199.5,1044.1,2003
Ontario Police Dept,CA,166796.0,542.0,6.6,28.2,193.6,313.6,4479.7,610.9,2596.6,1272.2,2003
Orange Police Dept,CA,132987.0,197.0,0.8,7.5,72.9,115.8,2538.6,330.9,1822.0,385.8,2003
Orlando Police Dept,FL,197268.0,1684.0,10.6,68.9,430.4,1174.0,8629.9,1821.4,5835.2,973.3,2003
City Of Overland Park Police Dept,KS,158875.0,,,,,,,,,,2003
Oxnard Police Dept,CA,179851.0,449.3,12.2,20.6,195.7,220.7,2623.8,542.1,1754.8,326.9,2003
Palmdale,CA,125651.0,732.2,8.8,34.2,226.0,463.2,3835.2,803.0,2356.5,675.7,2003
Pasadena Police Dept,CA,141178.0,495.8,2.8,26.9,187.7,278.4,3248.4,601.4,2270.9,376.1,2003
Pasadena Police Dept,TX,147289.0,392.4,3.4,34.6,103.9,250.5,4056.7,861.6,2761.9,433.2,2003
Paterson Police Dept,NJ,151593.0,818.6,13.2,23.1,444.6,337.7,3422.3,967.1,1608.9,846.3,2003
Pembroke Pines Police Dept,FL,149321.0,263.9,0.0,15.4,88.4,160.1,2960.1,413.9,2204.0,342.2,2003
Peoria Police Dept,AZ,126048.0,292.0,1.6,39.7,46.8,203.9,4550.6,814.0,2826.7,910.0,2003
Peoria Police Dept,IL,113143.0,,6.2,,251.9,320.8,6680.9,1635.1,4409.5,636.4,2003
Philadelphia Police Dept,PA,1495903.0,1378.4,23.3,67.1,642.9,645.2,4175.0,712.3,2531.2,931.5,2003
Phoenix Police Dept,AZ,1403228.0,692.8,17.2,37.5,262.0,376.2,6971.3,1218.9,3924.4,1828.0,2003
Pittsburgh,PA,335302.0,1061.4,20.0,40.6,487.6,513.3,4901.6,948.4,3164.3,788.8,2003
Plano Police Dept,TX,241793.0,293.2,2.1,19.9,55.4,215.9,3909.5,631.5,3000.1,277.9,2003
Pomona Police Dept,CA,155166.0,784.3,11.0,31.6,272.0,469.8,3518.2,589.0,1872.2,1056.9,2003
City Of Port St Lucie Police Dept,FL,100342.0,280.0,1.0,16.9,29.9,232.2,2689.8,680.7,1899.5,109.6,2003
Portland Police Dept,OR,545271.0,813.5,5.0,56.9,250.7,501.0,7693.6,1189.1,5428.3,1076.2,2003
Providence Police Dept,RI,176960.0,788.3,10.2,75.2,291.0,412.0,6263.0,950.5,3817.8,1494.7,2003
Provo Police Dept,UT,106769.0,110.5,0.0,33.7,15.9,60.9,3360.5,796.1,2391.1,173.3,2003
Pueblo Police Dept,CO,104424.0,782.4,5.7,36.4,167.6,572.7,5335.0,1188.4,3761.6,385.0,2003
Raleigh Police Dept,NC,310157.0,646.1,4.5,26.1,241.2,374.3,4762.4,1072.7,3284.1,405.6,2003
Rancho Cucamonga,CA,145219.0,212.1,2.8,13.1,88.1,108.1,2879.1,572.9,1791.8,514.4,2003
Reno Police Dept,NV,196171.0,639.7,5.6,45.4,251.8,337.0,5724.1,1007.3,3929.2,787.6,2003
Richmond Police Dept,CA,103629.0,1040.2,36.7,48.2,465.1,490.2,6778.0,1063.4,3348.5,2366.1,2003
Richmond (City) Bureau Of Police,VA,199968.0,1242.2,46.0,51.0,589.6,555.6,6447.5,1409.7,3680.1,1357.7,2003
Riverside Police Dept,CA,277103.0,691.4,8.7,36.8,206.8,439.2,4652.1,791.8,2922.4,937.9,2003
Rochester Police Dept,NY,217527.0,935.1,26.7,39.5,536.0,332.8,7221.2,1147.9,4492.8,1580.5,2003
Rockford Police Dept,IL,151703.0,,7.9,,329.6,482.5,7946.4,1974.9,5204.2,767.3,2003
Sacramento Police Dept,CA,439811.0,777.6,9.8,42.5,370.6,354.7,6426.9,1274.6,3495.6,1656.6,2003
Salem Police Dept,OR,142501.0,360.7,3.5,52.6,126.3,178.2,8114.3,1105.3,5906.6,1102.4,2003
Salinas Police Dept,CA,150305.0,798.4,12.6,37.9,265.5,482.4,4933.3,556.9,3435.0,941.4,2003
Salt Lake City Police Dept,UT,184022.0,704.3,8.2,43.5,273.9,378.8,9116.3,1283.5,6785.1,1047.7,2003
San Antonio Police Dept,TX,1212789.0,598.0,7.0,44.3,169.9,376.8,6843.7,1205.4,5126.9,511.4,2003
San Bernardino Police Dept,CA,193641.0,1479.0,24.8,62.0,532.9,859.3,6319.9,1303.4,3305.6,1710.9,2003
San Diego Police Dept,CA,1272746.0,578.7,5.1,31.9,127.8,414.0,3644.2,634.5,2022.3,987.4,2003
San Francisco Police Dept,CA,772065.0,741.5,8.9,27.8,397.0,307.7,4943.0,749.2,3288.3,905.5,2003
San Jose Police Dept,CA,909890.0,371.3,3.2,30.7,89.6,247.8,2280.3,364.2,1513.4,402.7,2003
Santa Ana Police Dept,CA,347016.0,515.3,4.9,21.9,213.0,275.5,2803.3,319.9,1709.4,774.0,2003
Santa Clara Police Dept,CA,102936.0,245.8,6.8,24.3,46.6,168.1,2920.3,408.0,2180.0,332.2,2003
Santa Clarita,CA,162238.0,187.4,1.8,9.9,59.8,115.9,1945.9,419.8,1234.6,291.5,2003
Santa Rosa Police Dept,CA,155099.0,643.5,1.3,54.2,85.8,502.3,3789.8,696.3,2623.5,470.0,2003
Savannah Police Dept,GA,129547.0,828.3,21.6,32.4,465.5,308.8,7133.3,1648.1,4463.2,1022.0,2003
Scottsdale Police Dept,AZ,220697.0,223.4,3.2,28.1,73.9,118.3,4293.2,1048.9,2564.1,680.1,2003
Seattle Police Dept,WA,576296.0,684.4,5.6,30.2,261.8,386.8,8035.1,1481.2,4983.2,1570.7,2003
Shreveport Police Dept,LA,199641.0,1029.8,21.0,56.1,345.1,607.6,7465.9,1800.7,4881.3,783.9,2003
Simi Valley Police Dept,CA,117785.0,139.2,1.7,13.6,38.2,85.7,1597.8,395.6,1028.1,174.0,2003
Sioux Falls Police Dept,SD,131048.0,299.1,2.3,79.4,30.5,187.0,3069.9,587.6,2286.9,195.3,2003
South Bend Police Dept,IN,107191.0,716.5,14.9,72.8,302.3,326.5,6393.3,1600.9,4287.7,504.7,2003
Spokane Police Dept,WA,198325.0,585.4,6.6,42.4,178.5,358.0,8020.2,1539.4,5677.5,803.2,2003
Springfield Police Dept,IL,112304.0,,6.2,,288.5,1031.1,8050.5,1880.6,5807.5,362.4,2003
Springfield Police Dept,MA,152048.0,1896.1,7.9,75.6,557.7,1254.9,7650.2,1742.2,4219.7,1688.3,2003
Springfield Police Dept,MO,151859.0,683.5,4.0,48.1,112.6,518.9,8133.2,1207.0,6423.1,503.1,2003
St. Louis Police Dept,MO,340256.0,2181.9,21.7,23.8,818.8,1317.5,13187.1,2050.8,7619.6,3516.8,2003
St. Paul Police Dept,MN,286281.0,760.8,7.0,75.8,222.9,455.1,4729.6,1073.8,2925.8,730.1,2003
St. Petersburg Police Dept,FL,253095.0,1601.8,8.7,41.9,473.3,1077.9,6492.0,1522.0,4181.4,788.6,2003
Stamford Police Dept,CT,120642.0,224.6,1.7,9.1,111.9,102.0,1796.2,264.4,1322.1,209.7,2003
Sterling Heights Police Dept,MI,126517.0,203.1,0.8,13.4,36.4,152.5,2324.6,282.2,1811.6,230.8,2003
Stockton Police Dept,CA,265593.0,1364.9,13.9,58.4,454.8,837.7,7070.6,1176.6,4439.5,1454.5,2003
Sunnyvale Dept Of Public Safety,CA,131048.0,131.2,1.5,19.8,49.6,60.3,2200.7,283.9,1731.4,185.4,2003
Syracuse Police Dept,NY,145411.0,951.1,11.7,30.3,328.0,581.1,5345.5,1358.2,3171.7,815.6,2003
Tacoma Police Dept,WA,199586.0,1079.2,6.5,74.7,370.3,627.8,8045.7,1517.1,5058.5,1470.0,2003
Tallahassee Police Dept,FL,158011.0,893.6,2.5,98.1,216.4,576.5,5909.7,1406.9,4058.6,444.3,2003
Tampa Police Dept,FL,320908.0,1786.5,12.8,69.2,551.2,1153.3,8865.2,1991.2,5208.7,1665.3,2003
Tempe Police Dept,AZ,163143.0,620.9,4.3,45.4,183.3,388.0,9125.1,1489.5,5980.0,1655.6,2003
Thousand Oaks,CA,123987.0,162.1,0.8,9.7,30.6,121.0,1439.7,267.8,1057.4,114.5,2003
Toledo Police Dept,OH,309499.0,1028.1,6.8,49.1,437.5,534.7,7482.7,1830.1,4647.2,1005.5,2003
Topeka Police Dept,KS,122446.0,594.5,13.1,42.5,243.4,295.6,7520.0,1239.7,5866.3,414.1,2003
Torrance Police Dept,CA,143101.0,280.9,1.4,16.1,150.9,112.5,2999.3,548.6,1923.8,526.9,2003
Tucson Police Dept,AZ,514618.0,915.0,9.1,64.1,287.2,554.6,9190.9,1243.1,6712.2,1235.7,2003
Tulsa Police Dept,OK,393907.0,1092.6,15.5,69.1,226.2,781.9,6918.6,1625.5,4402.8,890.3,2003
Vallejo Police Dept,CA,121055.0,823.6,5.0,34.7,280.0,503.9,4805.3,843.4,2999.5,962.4,2003
Vancouver Police Dept,WA,151353.0,424.2,1.3,84.6,108.4,229.9,5763.3,847.7,4125.5,790.2,2003
Ventura Police Dept,CA,104706.0,249.3,2.9,20.1,91.7,134.7,3789.7,729.7,2726.7,333.3,2003
Virginia Beach Police Dept,VA,439454.0,212.1,5.5,27.5,93.1,86.0,3320.9,487.0,2650.3,183.6,2003
City Of Waco Police Dept,TX,117549.0,688.2,11.9,34.0,182.9,459.4,7463.3,1851.1,5095.7,516.4,2003
Warren Police Dept,MI,138077.0,572.9,2.2,57.9,136.2,376.6,3370.6,552.6,1666.5,1151.5,2003
Washington Metropolitan Police Dept,DC,563384.0,1568.9,44.0,48.5,680.9,795.5,5605.6,828.9,3081.7,1694.9,2003
Waterbury Police Dept,CT,108596.0,442.9,4.6,46.0,215.5,176.8,5889.7,996.4,4002.9,890.5,2003
West Covina Police Dept,CA,108824.0,363.0,4.6,11.9,163.6,182.9,3774.9,537.6,2438.8,798.5,2003
West Valley Police Dept,UT,112945.0,418.8,7.1,56.7,119.5,235.5,6167.6,992.5,4518.1,657.0,2003
Westminster Police Dept,CO,104614.0,0.0,0.0,0.0,0.0,0.0,70.7,5.7,56.4,8.6,2003
Wichita Police Dept,KS,356123.0,625.9,5.1,61.8,156.1,403.0,5518.0,1079.1,4032.9,406.0,2003
Wichita Falls Police Dept,TX,104526.0,1035.1,7.7,46.9,190.4,790.2,7181.9,1644.6,4982.5,554.9,2003
Winston-Salem Police Dept,NC,190912.0,827.1,5.8,61.8,286.5,473.0,7300.7,2072.7,4614.7,613.4,2003
Woodbridge Police Dept,NJ,100982.0,344.6,4.0,16.8,71.3,252.5,3243.2,636.7,2237.0,369.4,2003
Worcester Police Dept,MA,175115.0,881.1,4.0,33.7,234.7,608.7,4367.4,886.3,2651.4,829.7,2003
Yonkers Police Dept,NY,197569.0,444.9,6.6,12.7,229.8,195.9,1917.8,413.0,1105.9,398.8,2003
Abilene Police Dept,TX,116819.0,426.3,5.1,49.6,152.4,219.1,5034.3,1450.1,3351.3,232.8,2004
Akron City Police Dept,OH,212646.0,591.6,6.6,88.4,284.5,212.1,6057.5,1542.0,3795.5,720.0,2004
Albuquerque Police Dept,NM,479074.0,985.2,8.6,49.1,258.4,669.2,6169.6,1094.4,4272.6,802.6,2004
Alexandria Police Dept,VA,130206.0,290.3,1.5,23.0,123.7,142.1,2645.8,269.6,1937.7,438.5,2004
Allentown City Police Dept,PA,106308.0,613.3,10.3,48.0,338.6,216.4,5437.0,1306.6,3631.9,498.6,2004
Amarillo Police Dept,TX,181612.0,785.2,6.1,41.3,207.6,530.3,6336.0,1264.2,4536.6,535.2,2004
Amherst Town Police Dept,NY,112016.0,99.1,0.0,10.7,29.5,58.9,1600.7,159.8,1387.3,53.6,2004
Anaheim Police Dept,CA,336195.0,455.1,3.0,30.3,146.6,275.1,3048.5,568.7,1900.1,579.7,2004
Anchorage Police Dept,AK,273714.0,790.6,5.5,96.1,120.9,568.1,3617.3,556.4,2686.7,374.1,2004
Ann Arbor Police Dept,MI,114869.0,231.6,1.7,15.7,69.6,144.5,2696.1,642.5,1895.2,158.4,2004
Antioch Police Dept,CA,102291.0,515.2,5.9,30.3,171.1,307.9,3036.4,699.0,1315.9,1021.6,2004
Arlington Police Dept,TX,360970.0,524.4,3.9,55.4,183.4,281.7,5424.6,935.0,4066.8,422.7,2004
Arvada Police Dept,CO,103108.0,174.6,0.0,18.4,45.6,110.6,3542.9,512.1,2537.1,493.7,2004
Athens-Clarke County Police Department,GA,104361.0,447.5,4.8,47.0,159.1,236.7,5738.7,1148.9,4246.8,343.0,2004
Atlanta Police Dept,GA,430066.0,1841.8,25.8,62.1,724.5,1029.4,7716.3,1563.9,4813.9,1338.4,2004
Aurora Police Dept,CO,293655.0,592.2,4.4,65.7,188.7,333.4,5123.0,903.8,3381.9,837.4,2004
Aurora Police Dept,IL,162954.0,,10.4,,93.9,299.5,3126.0,541.3,2384.1,200.7,2004
Austin Police Dept,TX,683298.0,525.1,3.8,44.3,205.8,271.2,6056.5,996.6,4674.1,385.8,2004
Bakersfield Police Dept,CA,274162.0,710.5,8.4,20.4,192.2,489.5,5498.6,1102.6,3577.1,818.9,2004
Baltimore City Police Dept,MD,634279.0,1839.4,43.5,28.7,638.5,1128.7,5685.0,1258.3,3368.5,1058.2,2004
Baton Rouge Police Dept,LA,226063.0,1081.1,20.8,34.9,400.8,624.6,6821.1,1785.3,4344.8,691.0,2004
Beaumont Police Dept,TX,114322.0,927.2,7.0,64.7,292.2,563.3,7751.8,1640.1,5658.6,453.1,2004
Bellevue Police Dept,WA,113670.0,153.1,0.0,33.4,66.0,53.7,4272.0,598.2,3140.7,533.1,2004
Berkeley Police Dept,CA,103226.0,539.6,3.9,16.5,343.9,175.3,8341.9,1338.8,5910.3,1092.7,2004
Birmingham Police Dept,AL,238167.0,1369.2,24.8,100.8,574.8,668.9,8177.9,2164.9,5025.9,987.1,2004
Boise Police Dept,ID,193864.0,388.9,0.0,68.1,41.3,279.6,3805.2,641.7,2887.1,276.5,2004
Boston Police Dept,MA,580087.0,1192.4,10.5,46.4,418.6,717.0,4760.7,783.5,3021.3,955.9,2004
Bridgeport Police Dept,CT,140475.0,1010.1,10.0,42.0,385.1,573.1,4440.6,860.7,2925.1,654.9,2004
Brownsville Police Dept,TX,158801.0,535.9,0.6,30.2,102.0,403.0,5218.5,760.7,4204.0,253.8,2004
Buffalo Police Dept,NY,285567.0,1332.1,17.9,74.2,520.0,720.0,5691.1,1370.6,3476.9,843.6,2004
Burbank Police Dept,CA,104551.0,250.6,3.8,13.4,78.4,154.9,2721.2,487.8,1788.6,444.8,2004
Cambridge Police Dept,MA,101320.0,496.4,0.0,11.8,241.8,242.8,3766.3,714.6,2619.4,432.3,2004
Cape Coral Police Dept,FL,121375.0,270.2,3.3,20.6,35.4,210.9,2862.2,726.7,1943.6,192.0,2004
Carrollton Police Dept,TX,118674.0,207.3,1.7,4.2,64.9,136.5,3210.5,711.2,2151.3,348.0,2004
Cary Police Dept,NC,101415.0,92.7,1.0,14.8,29.6,47.3,2005.6,407.2,1498.8,99.6,2004
Cedar Rapids Police Dept,IA,122974.0,302.5,0.0,33.3,67.5,201.7,5458.1,1098.6,4101.7,257.8,2004
Chandler Police Dept,AZ,217471.0,329.2,1.4,23.9,62.1,241.9,4396.9,705.8,2984.3,706.8,2004
Charleston City Police Dept,SC,102264.0,1025.8,8.8,52.8,238.6,725.6,5354.8,915.3,3941.8,497.7,2004
Charlotte-Mecklenburg Police Department,NC,661883.0,1099.1,8.9,47.1,420.9,622.2,7089.9,1816.2,4249.8,1023.9,2004
Chattanooga Police Dept,TN,156457.0,1287.9,7.7,79.9,311.9,888.4,9205.7,1671.4,6603.1,931.2,2004
Chesapeake Police Dept,VA,212932.0,521.8,5.6,28.6,138.5,348.9,3627.0,608.6,2725.3,293.1,2004
Chicago Police Dept,IL,2882746.0,,15.5,,552.0,650.3,4877.4,847.4,3239.1,790.9,2004
Chula Vista Police Dept,CA,201356.0,416.2,7.4,24.8,147.0,236.9,3582.7,588.0,1980.1,1014.6,2004
Cincinnati Police Dept,OH,318005.0,1153.4,20.1,100.0,757.5,275.8,7168.4,1755.6,4510.0,902.8,2004
Clarksville Police Dept,TN,109047.0,710.7,4.6,57.8,132.1,516.3,4734.7,960.1,3595.7,178.8,2004
Clearwater Police Dept,FL,110677.0,923.4,6.3,35.2,197.0,684.9,4537.5,884.6,3321.4,331.6,2004
Cleveland,OH,462260.0,1299.5,17.1,116.0,712.6,453.9,5868.6,1760.0,2849.9,1258.6,2004
Colorado Springs,CO,374576.0,431.2,3.7,72.6,93.4,261.4,5430.4,1019.0,3857.7,553.7,2004
Columbia Police Dept,SC,118798.0,1278.6,15.2,62.3,391.4,809.8,7850.3,1449.5,5711.4,689.4,2004
Columbus Police Dept,GA,188261.0,480.2,13.3,15.9,209.8,241.2,6650.9,1220.1,4642.5,788.3,2004
Columbus Police Dept,OH,729911.0,813.7,10.7,81.9,460.1,261.0,7844.8,2002.6,4673.3,1168.9,2004
Concord Police Dept,CA,126419.0,310.9,4.0,22.1,102.0,182.7,4730.3,784.7,2977.4,968.2,2004
Coral Springs Police Dept,FL,129827.0,245.7,0.0,16.9,61.6,167.1,2420.1,327.4,1879.4,213.4,2004
Corona Police Dept,CA,144097.0,186.7,3.5,13.2,80.5,89.5,3141.6,625.3,1940.4,576.0,2004
Corpus Christi Police Dept,TX,283898.0,703.1,8.8,75.4,187.0,431.8,7023.6,1403.7,5245.9,374.1,2004
